행정동,면적(㎢),총생활인구수,청소년인구수,청년인구수,중장년인구수,노인인구수,장애인구수,노인_의료복지시설수,노인_주거복지시설수,노인_여가복지시설수,노인_일자리지원기관수,노인교실수,경로당수,장애인_생산품판매시설수,장애인_의료재활시설수,장애인_지역사회재활시설수,장애인_직업재활시설수,총시설수
사당4동,0.38,14321.1706,548.5416,4249.7546,7032.4158,2490.4586,534.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0
사당5동,0.57,11062.6785,639.3624,2661.2695,5920.107800000001,1841.9388,527.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,8.0
대방동,1.55,37731.3556,2607.9332999999997,10911.8087,18707.052399999997,5504.5612,1498.0,0.0,0.0,1.0,0.0,1.0,16.0,0.0,0.0,1.0,1.0,20.0
신대방1동,0.62,20302.2769,1214.2800000000002,5285.8435,10668.269600000001,3133.8838,840.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,11.0
신대방2동,1.03,19932.4732,944.2864999999999,5823.8858,9852.7424,3311.5585,768.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,7.0
흑석동,1.68,30047.2858,2963.7821000000004,10025.1229,12895.8171,4162.5637,982.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,18.0
노량진1동,1.58,32091.4473,1434.6896000000002,13576.7557,13231.874,3848.128,1225.0,0.0,0.0,1.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,23.0
사당2동,2.75,29611.7867,1564.478,6871.8336,15681.8157,5493.6594,914.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0
보라매동,0.76,16778.6924,579.8473,5695.6299,7933.2255000000005,2569.9897,1079.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0
청림동,0.3,12556.1573,636.9440999999999,2582.0872,6982.634800000002,2354.4912,634.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0
행운동,0.72,26437.6045,1042.8506,11128.591,10864.5903,3401.5726,1002.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,4.0,1.0,14.0
낙성대동,2.27,25866.4862,3152.3172,12924.8135,8001.2512,1788.1043,443.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
중앙동,0.39,13790.0564,430.759,6249.3876,5360.7829,1749.1269,564.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0
인헌동,1.08,24521.8706,1053.0158,9442.5572,10751.403300000002,3274.8943,900.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,7.0
남현동,3.27,21349.3602,772.1364,7584.866800000001,9493.8534,3498.5036,573.0,,,,,,,,,,,
서원동,0.65,21233.741,574.1595,9470.340100000001,8537.5039,2651.7375,806.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
신원동,0.55,16067.4613,446.52869999999996,6799.9726,6755.0172999999995,2065.9427,849.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0
서림동,0.99,19726.5988,909.7754,8082.536,8214.2908,2519.9966,886.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
신사동,0.64,22309.3604,669.2031999999999,9473.974,9239.9918,2926.1914,927.0,3.0,0.0,2.0,1.0,3.0,27.0,0.0,0.0,1.0,1.0,38.0
신사동,0.64,22309.3604,669.2031999999999,9473.974,9239.9918,2926.1914,358.0,3.0,0.0,2.0,1.0,3.0,27.0,0.0,0.0,1.0,1.0,38.0
신림동,0.54,29775.4212,707.0415,16158.1053,10675.614700000002,2234.6597,544.0,26.0,0.0,3.0,0.0,1.0,59.0,0.0,0.0,2.0,1.0,92.0
난향동,0.8,10362.2942,596.6573000000001,1696.4502,6218.035800000001,1851.1509,694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
조원동,0.67,30439.2189,697.0585,10874.8799,15673.7622,3193.5183,751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
대학동,8.3,30114.3409,1932.8114999999998,14896.1119,10417.3642,2868.0533,771.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
은천동,0.78,27960.9048,1328.4377,8950.6198,13467.7467,4214.1006,1643.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0
성현동,0.68,20743.5752,1270.9158,4671.655000000001,11260.1229,3540.8815,1399.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0
청룡동,1.18,41375.6241,1704.452,20199.515,14916.5135,4555.1436,1135.0,0.0,0.0,2.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,14.0
난곡동,0.96,17332.9346,970.6538,4054.443,8926.5927,3381.2451,1579.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
삼성동,2.66,20486.8375,888.6984,5140.3843,9895.6689,4562.0859,1343.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0
미성동,1.38,20605.3007,966.8182999999999,5049.1188,10510.312,4079.0516,1437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
서초1동,1.42,23149.1396,1517.5776,5200.6721,13060.0123,3370.8776,455.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,9.0
서초2동,1.24,31927.2608,1658.5074,8089.580400000001,18792.451,3386.722,405.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0
서초3동,2.93,41791.8175,2670.7585,10719.1146,22997.8477,5404.0967,727.0,0.0,0.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,10.0
서초4동,0.88,31247.2474,2808.4425,6359.0598,18148.1525,3931.5926,493.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0
잠원동,1.76,31896.8276,2609.2394,5730.5549,19279.8777,4277.1556,487.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,15.0
반포본동,1.01,3149.7709,302.104,703.9723,1695.9798999999998,447.7147,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
반포1동,1.0,27310.1976,1725.1576,6222.6327,16292.305900000001,3070.1014,607.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0
반포2동,1.35,19909.5872,2085.6988,2627.3532,12384.176599999999,2812.3586,430.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0
반포3동,1.28,19670.0238,2086.8508,3181.1818000000003,11609.573,2792.4182,423.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0
반포4동,1.43,23743.5585,1741.5666,3682.7682000000004,14459.175200000001,3860.0485,351.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0
방배본동,0.67,16170.5485,1399.4846,2849.2600999999995,9228.0674,2693.7364,463.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
방배1동,0.7,14771.7286,1103.1496000000002,3304.0822,7808.3627,2556.1341,491.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,7.0
방배2동,1.93,14395.0013,908.6423,3474.4742,7359.3363,2652.5485,598.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0
방배3동,2.4,23688.3579,1703.3857,5147.5131,12802.5982,4034.8609,337.0,0.0,0.0,2.0,0.0,1.0,9.0,0.0,0.0,2.0,0.0,14.0
방배4동,0.95,23728.542,1734.04,4832.9789,13562.547,3598.9761,569.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,8.0
양재1동,5.76,44362.0351,2766.4316,9203.3393,24828.5909,7563.6733,1852.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,27.0
양재2동,7.58,26361.6286,1067.0322,6599.4179,15419.8842,3275.2943,662.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,7.0
내곡동,12.68,13910.2437,780.7636,2783.962,7539.9821,2805.536,815.0,0.0,0.0,2.0,0.0,1.0,16.0,0.0,0.0,3.0,1.0,23.0
신사동,1.89,22309.3604,669.2031999999999,9473.974,9239.9918,2926.1914,927.0,3.0,0.0,2.0,1.0,3.0,27.0,0.0,0.0,1.0,1.0,38.0
신사동,1.89,22309.3604,669.2031999999999,9473.974,9239.9918,2926.1914,358.0,3.0,0.0,2.0,1.0,3.0,27.0,0.0,0.0,1.0,1.0,38.0
개포3동,1.24,,,,,,1117.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,9.0
논현1동,1.25,31818.9111,1068.1379,10985.663700000001,16623.8778,3141.2317,548.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0
논현2동,1.47,33128.7904,1255.5462,8489.5609,19569.481900000002,3814.2014,452.0,0.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,9.0
삼성1동,1.94,18526.7889,904.6633,4157.2773,11244.2976,2220.5507,269.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0
삼성2동,1.24,31123.0116,2024.7782000000002,6682.0455999999995,18983.8951,3432.2927,571.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0
대치1동,0.79,22835.1761,4252.6253,2326.0222000000003,13484.858199999999,2771.6704,284.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,11.0
대치2동,2.0,31143.3859,4331.911599999999,4532.7325,17740.611699999998,4538.1301,608.0,0.0,0.0,1.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,12.0
대치4동,0.73,28214.3796,3505.2110000000002,6567.3719,15751.8464,2389.9503,353.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0
역삼1동,2.35,66576.1636,2402.1255,23222.0428,35804.2312,5147.7641,702.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0
역삼2동,1.15,40087.5703,4077.6675,8431.690200000001,23606.476199999997,3971.7364,632.0,0.0,0.0,2.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,18.0
도곡1동,1.02,35704.0442,2858.6663,6415.420099999999,20749.0256,5680.9322,364.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,11.0
도곡2동,1.02,21341.246,2349.818,2786.6875,12928.1743,3276.5662,517.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,9.0
개포1동,1.27,22945.1499,1919.7493,2732.6966,14196.4584,4096.2456,506.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
개포2동,2.51,26792.522,2585.2131,4081.0652,15785.1665,4341.0772,764.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0
개포4동,1.49,15415.7084,1130.101,2931.9556000000002,8858.2942,2495.3576,592.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,8.0
일원본동,2.58,20815.2563,2140.7116,2945.4098000000004,11448.3602,4280.7747,693.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0
일원1동,0.92,12238.22,735.2570000000001,2714.4739,6218.2979000000005,2570.1912,1073.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
수서동,1.43,17334.0198,548.2278,3338.2761,8897.8969,4549.619,2034.0,0.0,0.0,1.0,0.0,2.0,8.0,0.0,0.0,2.0,3.0,16.0
세곡동,6.36,40858.8552,3341.6180999999997,7875.309800000001,22293.8306,7348.0967,2023.0,1.0,0.0,3.0,0.0,3.0,25.0,0.0,0.0,0.0,1.0,33.0
압구정동,2.53,27745.5765,1743.3133,5612.9244,16263.2377,4126.1011,502.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0
청담동,2.33,29371.8129,1442.6828,6469.5887999999995,17601.824699999997,3857.7166,472.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,12.0
풍납1동,0.77,12263.1893,560.1553,2607.6539,6490.822899999999,2604.5572,579.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,7.0
풍납2동,1.59,27010.3147,1162.8116,6160.0329,14761.8535,4925.6167,757.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,12.0
거여1동,0.51,12537.6745,759.3949,2482.9838,6598.5134,2696.7824,614.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,7.0
거여2동,0.53,16214.2452,816.0454,2913.7383,8918.668599999999,3565.7929,1117.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0
마천1동,0.58,11796.1418,859.4666,1915.2145,6384.711499999999,2636.7492,1111.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,8.0
마천2동,0.89,12295.8954,564.0356,2172.1032,6375.0051,3184.7515,1190.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,12.0
방이1동,0.5,13537.8619,1001.5898,2788.3558,7396.9593,2350.957,423.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0
방이2동,0.8,38428.3021,1950.474,14067.786,18085.6344,4324.4077,779.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
오륜동,3.17,16562.3335,1672.2956,3124.3693999999996,8435.128300000002,3330.5402,288.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
오금동,1.65,33247.4744,2067.5219,5962.7347,18081.3874,7135.8304,1478.0,2.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,5.0,0.0,23.0
송파1동,0.79,24688.9801,1101.7446,7812.7585,12505.792,3268.685,692.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0
송파2동,0.53,16869.0329,1189.8573000000001,3190.1435,9458.5605,3030.4716,458.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,8.0
석촌동,0.95,27985.7557,1250.1721,8285.536800000002,14736.008000000002,3714.0388,998.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,8.0
삼전동,0.95,28407.9315,1210.0812999999998,8238.9902,14973.3028,3985.5572,877.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,8.0
가락본동,1.13,36548.01,1924.2003,8257.360999999999,20997.7889,5368.6598,732.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0
가락1동,1.34,27399.6526,1212.0608,4240.3808,17529.707000000002,4417.504,566.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0
가락2동,0.96,20950.9013,1333.4317999999998,4369.165800000001,11286.087,3962.2167,862.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0
문정1동,0.56,21216.717,1050.8141999999998,5037.2047,11597.1917,3531.5064,570.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,9.0
문정2동,2.2,30915.0664,1052.0078,8580.2116,17625.7826,3657.0644,507.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,7.0
장지동,1.37,28094.6385,1595.6841,5978.5277,15696.756399999998,4823.6703,1306.0,1.0,1.0,2.0,0.0,1.0,21.0,0.0,0.0,1.0,0.0,27.0
위례동,2.55,40035.4317,3402.9602,6564.3626,24917.9357,5150.1732,1231.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0
잠실본동,0.94,32642.3474,1652.8006,9959.7094,16711.4697,4318.3677,769.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,7.0
잠실2동,2.18,27269.5316,2912.3381,4181.710999999999,16857.428,3318.0545,560.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
잠실3동,1.49,32032.2261,3003.7178999999996,5875.8381,17596.6742,5555.9959,693.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
잠실4동,1.56,25362.6436,1897.2658000000001,4125.714,15043.580399999999,4296.0834,445.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
잠실6동,2.79,20046.8914,1412.3731,4821.8225,11003.614099999999,2809.0817,353.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,6.0
잠실7동,0.6,9657.0309,537.8591,1847.2263,5219.2678,2052.6777,218.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
명일1동,0.61,21344.7381,1675.0029,3549.6744999999996,11635.7047,4484.356,800.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,3.0,0.0,12.0
명일2동,0.97,13112.32,1562.313,2092.5365,6883.8196,2573.6509,419.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0
고덕1동,1.51,19295.6377,2306.1484,2541.4536,11536.029999999999,2912.0057,685.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0
고덕2동,2.5,17447.6044,1295.8281000000002,2687.4119,10529.3635,2935.0009,853.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0
암사1동,1.02,28866.1198,1442.5762,5850.2019,16051.3635,5521.9782,1644.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,13.0
암사2동,1.18,13365.6784,610.2852,3003.1353,7563.612499999999,2188.6454,503.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0
암사3동,2.51,14257.5955,995.0522,2338.5666,8257.373300000001,2666.6034,563.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,13.0
천호1동,0.71,28186.4532,1410.7295,5723.8903,15086.998799999998,5964.8346,1380.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,7.0
천호2동,1.57,41781.8744,1756.1613,10095.757,22221.951100000002,7708.005,1658.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0
천호3동,0.79,28510.2013,1120.5252,8194.4218,14415.501200000002,4779.7531,1221.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,12.0
성내1동,0.58,19795.3929,1160.0887,4091.6858999999995,10610.1335,3933.4848,624.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
성내2동,0.67,23687.1126,1001.6845,6237.885899999999,12152.473000000002,4295.0692,1027.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0
성내3동,0.71,27427.3808,1687.4383,6401.3065,14465.733100000001,4872.9029,890.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
길동,1.61,57135.5043,2632.1798,13332.853199999998,29790.6363,11379.835,2050.0,5.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,1.0,1.0,21.0
둔촌1동,0.92,27873.2646,1599.6114,4279.771699999999,16466.6535,5527.228,190.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
둔촌2동,1.56,22486.4533,1366.9057,4575.8278,12055.1786,4488.5412,925.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0
강일동,2.26,43927.3894,3436.0062,7335.8456,24932.0899,8223.4477,1766.0,4.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,4.0,0.0,26.0
상일1동,1.82,,,,,,1086.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0
상일2동,1.09,,,,,,683.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0
